771.806572, 0.581685
772.706257, 0.686068
771.717883, 0.634903
773.865613, 0.503371
771.187588, 0.642172
765.306718, 0.324336
764.178217, 0.353095
764.556355, 0.408606
767.341076, 0.340752
764.777007, 0.529727
760.309739, 0.811253
769.830961, 1.315628
767.324647, 0.528949
759.500000, 1.500000
763.600000, 0.850000
761.170393, 0.780727
761.032575, 0.693990
763.310839, 0.693887
763.965638, 0.552264
762.463818, 1.045722
760.320371, 1.028803
764.869526, 0.603000
769.066774, 0.940684
761.843151, 0.658608
765.335637, 1.114730
768.692107, 1.361900
766.960292, 1.583708
766.900000, 0.700000
767.337804, 0.635986
768.810593, 0.576794
765.025040, 0.818146
776.000000, 0.750000
764.424352, 0.578008
769.679483, 0.508444
767.933015, 0.703164
763.792937, 0.770451
766.600000, 2.800000
762.600000, 1.750000
768.000000, 1.650000
758.000000, 2.200000
764.200000, 1.900000
765.700000, 3.100000
770.600000, 2.750000
756.900000, 2.850000
767.218910, 1.122810
776.026425, 1.233661
776.209142, 1.126765
768.489382, 1.204529
768.939771, 1.166857
766.485215, 1.015418
770.291797, 1.336950
